BIRD_ID,YEAR,SCI_NAME,FAMILY,N_TICK,AVE_BWT,NEST,DIET,HABITAT,POS_BIRD
588,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
589,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
594,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
595,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
596,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
617,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
626,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
627,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
628,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
629,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
630,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
631,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
632,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
633,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
639,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
640,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
641,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
642,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
643,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
644,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
645,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
649,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
656,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
660,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
661,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
671,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
678,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
679,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
680,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
682,2004,Spinus psaltria,Passeridae,0,9.8,TREE,SEEDS,OAKW,0
406,2004,Melospiza lincolnii,Emberizidae,1,18,GROUND,INSECTS,CHAP,0
163,2003,Vermivora ruficapilla,Parulidae,0,9.5,GROUND,INSECTS,XW,0
178,2003,Vermivora ruficapilla,Parulidae,0,9.5,GROUND,INSECTS,XW,0
35,2003,Colaptes auratus,Picidae,1,135,CAVITY,INSECTS,OAKW,0
110,2003,Colaptes auratus,Picidae,0,135,CAVITY,INSECTS,OAKW,0
143,2003,Colaptes auratus,Picidae,0,135,CAVITY,INSECTS,OAKW,0
670,2004,Colaptes auratus,Picidae,0,135,CAVITY,INSECTS,OAKW,0
37,2003,Picoides nuttallii,Picidae,0,37.5,CAVITY,INSECTS,OAKW,0
274,2003,Picoides nuttallii,Picidae,0,37.5,CAVITY,INSECTS,OAKW,0
305,2003,Picoides nuttallii,Picidae,0,37.5,CAVITY,INSECTS,OAKW,0
306,2003,Picoides nuttallii,Picidae,0,37.5,CAVITY,INSECTS,OAKW,0
429,2004,Picoides nuttallii,Picidae,0,37.5,CAVITY,INSECTS,OAKW,0
455,2004,Picoides nuttallii,Picidae,0,37.5,CAVITY,INSECTS,OAKW,0
576,2004,Picoides nuttallii,Picidae,0,37.5,CAVITY,INSECTS,OAKW,0
4,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
16,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
19,2003,Baeolophus inornatus,Paridae,1,15.5,CAVITY,INSECTS,OAKW,1
21,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
22,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
23,2003,Baeolophus inornatus,Paridae,1,15.5,CAVITY,INSECTS,OAKW,0
40,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
46,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
55,2003,Baeolophus inornatus,Paridae,1,15.5,CAVITY,INSECTS,OAKW,0
65,2003,Baeolophus inornatus,Paridae,3,15.5,CAVITY,INSECTS,OAKW,0
72,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,1
73,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
74,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
89,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,1
90,2003,Baeolophus inornatus,Paridae,7,15.5,CAVITY,INSECTS,OAKW,0
94,2003,Baeolophus inornatus,Paridae,1,15.5,CAVITY,INSECTS,OAKW,0
97,2003,Baeolophus inornatus,Paridae,4,15.5,CAVITY,INSECTS,OAKW,0
99,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,1
104,2003,Baeolophus inornatus,Paridae,1,15.5,CAVITY,INSECTS,OAKW,0
105,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
107,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,1
108,2003,Baeolophus inornatus,Paridae,1,15.5,CAVITY,INSECTS,OAKW,0
115,2003,Baeolophus inornatus,Paridae,2,15.5,CAVITY,INSECTS,OAKW,0
116,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
125,2003,Baeolophus inornatus,Paridae,1,15.5,CAVITY,INSECTS,OAKW,0
126,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
134,2003,Baeolophus inornatus,Paridae,1,15.5,CAVITY,INSECTS,OAKW,0
136,2003,Baeolophus inornatus,Paridae,3,15.5,CAVITY,INSECTS,OAKW,0
137,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
140,2003,Baeolophus inornatus,Paridae,1,15.5,CAVITY,INSECTS,OAKW,0
146,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
156,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
157,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
158,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
168,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
172,2003,Baeolophus inornatus,Paridae,1,15.5,CAVITY,INSECTS,OAKW,0
192,2003,Baeolophus inornatus,Paridae,2,15.5,CAVITY,INSECTS,OAKW,0
193,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
194,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
203,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
213,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,1
226,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
230,2003,Baeolophus inornatus,Paridae,1,15.5,CAVITY,INSECTS,OAKW,0
231,2003,Baeolophus inornatus,Paridae,1,15.5,CAVITY,INSECTS,OAKW,0
249,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
251,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,1
267,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
271,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
272,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,1
275,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
280,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
281,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
298,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
299,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,1
304,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
307,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
312,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,1
313,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
316,2003,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
385,2004,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
394,2004,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
403,2004,Baeolophus inornatus,Paridae,1,15.5,CAVITY,INSECTS,OAKW,0
404,2004,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
435,2004,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
467,2004,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
471,2004,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
472,2004,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
489,2004,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
540,2004,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
548,2004,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
562,2004,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
575,2004,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
585,2004,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
586,2004,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
606,2004,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
608,2004,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
615,2004,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
620,2004,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
672,2004,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
673,2004,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
675,2004,Baeolophus inornatus,Paridae,0,15.5,CAVITY,INSECTS,OAKW,0
15,2003,Vermivora celata,Parulidae,0,9,GROUND,INSECTS,XW,0
44,2003,Vermivora celata,Parulidae,0,9,GROUND,INSECTS,XW,0
49,2003,Vermivora celata,Parulidae,0,9,GROUND,INSECTS,XW,0
58,2003,Vermivora celata,Parulidae,0,9,GROUND,INSECTS,XW,0
69,2003,Vermivora celata,Parulidae,0,9,GROUND,INSECTS,XW,0
70,2003,Vermivora celata,Parulidae,4,9,GROUND,INSECTS,XW,0
82,2003,Vermivora celata,Parulidae,0,9,GROUND,INSECTS,XW,0
83,2003,Vermivora celata,Parulidae,0,9,GROUND,INSECTS,XW,0
85,2003,Vermivora celata,Parulidae,1,9,GROUND,INSECTS,XW,1
86,2003,Vermivora celata,Parulidae,0,9,GROUND,INSECTS,XW,0
88,2003,Vermivora celata,Parulidae,0,9,GROUND,INSECTS,XW,1
100,2003,Vermivora celata,Parulidae,0,9,GROUND,INSECTS,XW,0
101,2003,Vermivora celata,Parulidae,0,9,GROUND,INSECTS,XW,0
102,2003,Vermivora celata,Parulidae,1,9,GROUND,INSECTS,XW,0
121,2003,Vermivora celata,Parulidae,0,9,GROUND,INSECTS,XW,1
129,2003,Vermivora celata,Parulidae,0,9,GROUND,INSECTS,XW,0
131,2003,Vermivora celata,Parulidae,1,9,GROUND,INSECTS,XW,0
132,2003,Vermivora celata,Parulidae,0,9,GROUND,INSECTS,XW,0
180,2003,Vermivora celata,Parulidae,0,9,GROUND,INSECTS,XW,0
405,2004,Vermivora celata,Parulidae,0,9,GROUND,INSECTS,XW,0
407,2004,Vermivora celata,Parulidae,0,9,GROUND,INSECTS,XW,0
417,2004,Vermivora celata,Parulidae,0,9,GROUND,INSECTS,XW,0
421,2004,Vermivora celata,Parulidae,0,9,GROUND,INSECTS,XW,0
427,2004,Vermivora celata,Parulidae,0,9,GROUND,INSECTS,XW,0
453,2004,Vermivora celata,Parulidae,0,9,GROUND,INSECTS,XW,1
464,2004,Vermivora celata,Parulidae,0,9,GROUND,INSECTS,XW,0
663,2004,Vermivora celata,Parulidae,0,9,GROUND,INSECTS,XW,0
664,2004,Vermivora celata,Parulidae,0,9,GROUND,INSECTS,XW,0
1,2003,Empidonax difficilis,Tyrannidae,0,10,CAVITY,INSECTS,XW,0
71,2003,Empidonax difficilis,Tyrannidae,0,10,CAVITY,INSECTS,XW,0
81,2003,Empidonax difficilis,Tyrannidae,0,10,CAVITY,INSECTS,XW,0
111,2003,Empidonax difficilis,Tyrannidae,0,10,CAVITY,INSECTS,XW,0
138,2003,Empidonax difficilis,Tyrannidae,0,10,CAVITY,INSECTS,XW,0
202,2003,Empidonax difficilis,Tyrannidae,0,10,CAVITY,INSECTS,XW,0
211,2003,Empidonax difficilis,Tyrannidae,0,10,CAVITY,INSECTS,XW,0
214,2003,Empidonax difficilis,Tyrannidae,0,10,CAVITY,INSECTS,XW,1
247,2003,Empidonax difficilis,Tyrannidae,0,10,CAVITY,INSECTS,XW,0
297,2003,Empidonax difficilis,Tyrannidae,0,10,CAVITY,INSECTS,XW,0
317,2003,Empidonax difficilis,Tyrannidae,0,10,CAVITY,INSECTS,XW,0
500,2004,Empidonax difficilis,Tyrannidae,0,10,CAVITY,INSECTS,XW,0
533,2004,Empidonax difficilis,Tyrannidae,0,10,CAVITY,INSECTS,XW,0
683,2004,Empidonax difficilis,Tyrannidae,1,10,CAVITY,INSECTS,XW,0
20,2003,Haemorhous purpureus,Fringillidae,0,25,TREE,SEEDS,XW,0
50,2003,Haemorhous purpureus,Fringillidae,0,25,TREE,SEEDS,XW,0
56,2003,Haemorhous purpureus,Fringillidae,1,25,TREE,SEEDS,XW,0
147,2003,Haemorhous purpureus,Fringillidae,0,25,TREE,SEEDS,XW,0
179,2003,Haemorhous purpureus,Fringillidae,0,25,TREE,SEEDS,XW,1
236,2003,Haemorhous purpureus,Fringillidae,0,25,TREE,SEEDS,XW,0
244,2003,Haemorhous purpureus,Fringillidae,0,25,TREE,SEEDS,XW,1
248,2003,Haemorhous purpureus,Fringillidae,0,25,TREE,SEEDS,XW,0
260,2003,Haemorhous purpureus,Fringillidae,0,25,TREE,SEEDS,XW,0
269,2003,Haemorhous purpureus,Fringillidae,0,25,TREE,SEEDS,XW,0
484,2004,Haemorhous purpureus,Fringillidae,0,25,TREE,SEEDS,XW,0
646,2004,Haemorhous purpureus,Fringillidae,0,25,TREE,SEEDS,XW,0
652,2004,Haemorhous purpureus,Fringillidae,0,25,TREE,SEEDS,XW,0
584,2004,Aimophila ruficeps,Emberizidae,0,19.3,GROUND,SEEDS,CHAP,0
611,2004,Vireo olivaceus,Vireonidae,0,19,TREE,INSECTS,N/A,0
189,2003,Agelaius phoeniceus,Icteridae,0,54.5,SHRUB,INSECTS,GRASS,0
190,2003,Agelaius phoeniceus,Icteridae,0,54.5,SHRUB,INSECTS,GRASS,1
191,2003,Agelaius phoeniceus,Icteridae,0,54.5,SHRUB,INSECTS,GRASS,0
396,2004,Artemisiospiza belli,Emberizidae,0,18.5,SHRUB,INSECTS,CHAP,0
477,2004,Artemisiospiza belli,Emberizidae,1,18.5,SHRUB,INSECTS,CHAP,0
577,2004,Artemisiospiza belli,Emberizidae,0,18.5,SHRUB,INSECTS,CHAP,0
619,2004,Artemisiospiza belli,Emberizidae,0,18.5,SHRUB,INSECTS,CHAP,0
6,2003,Melospiza melodia,Emberizidae,0,32.5,SHRUB,INSECTS,OAKW,0
182,2003,Melospiza melodia,Emberizidae,0,32.5,SHRUB,INSECTS,OAKW,0
185,2003,Melospiza melodia,Emberizidae,0,32.5,SHRUB,INSECTS,OAKW,0
289,2003,Melospiza melodia,Emberizidae,0,32.5,SHRUB,INSECTS,OAKW,0
291,2003,Melospiza melodia,Emberizidae,0,32.5,SHRUB,INSECTS,OAKW,0
292,2003,Melospiza melodia,Emberizidae,0,32.5,SHRUB,INSECTS,OAKW,0
293,2003,Melospiza melodia,Emberizidae,0,32.5,SHRUB,INSECTS,OAKW,0
303,2003,Melospiza melodia,Emberizidae,0,32.5,SHRUB,INSECTS,OAKW,0
41,2003,Pipilo maculatus,Emberizidae,2,41,GROUND,OMNIVORE,CHAP,1
45,2003,Pipilo maculatus,Emberizidae,0,41,GROUND,OMNIVORE,CHAP,0
54,2003,Pipilo maculatus,Emberizidae,0,41,GROUND,OMNIVORE,CHAP,0
93,2003,Pipilo maculatus,Emberizidae,0,41,GROUND,OMNIVORE,CHAP,0
112,2003,Pipilo maculatus,Emberizidae,0,41,GROUND,OMNIVORE,CHAP,0
161,2003,Pipilo maculatus,Emberizidae,0,41,GROUND,OMNIVORE,CHAP,0
519,2004,Pipilo maculatus,Emberizidae,0,41,GROUND,OMNIVORE,CHAP,0
84,2003,Cyanocitta stelleri,Corvidae,10,120,TREE,OMNIVORE,XW,0
228,2003,Cyanocitta stelleri,Corvidae,1,120,TREE,OMNIVORE,XW,0
229,2003,Cyanocitta stelleri,Corvidae,2,120,TREE,OMNIVORE,XW,1
233,2003,Cyanocitta stelleri,Corvidae,1,120,TREE,OMNIVORE,XW,0
5,2003,Catharus ustulatus,Turdidae,0,34,SHRUB,INSECTS,XW,0
26,2003,Tachycineta thalassina,Hirundinidae,0,14,CAVITY,INSECTS,OAKW,0
27,2003,Tachycineta thalassina,Hirundinidae,0,14,CAVITY,INSECTS,OAKW,0
31,2003,Tachycineta thalassina,Hirundinidae,0,14,CAVITY,INSECTS,OAKW,0
395,2004,Tachycineta thalassina,Hirundinidae,0,14,CAVITY,INSECTS,OAKW,0
423,2004,Tachycineta thalassina,Hirundinidae,0,14,CAVITY,INSECTS,OAKW,0
507,2004,Tachycineta thalassina,Hirundinidae,0,14,CAVITY,INSECTS,OAKW,0
520,2004,Tachycineta thalassina,Hirundinidae,0,14,CAVITY,INSECTS,OAKW,0
525,2004,Tachycineta thalassina,Hirundinidae,0,14,CAVITY,INSECTS,OAKW,0
526,2004,Tachycineta thalassina,Hirundinidae,0,14,CAVITY,INSECTS,OAKW,0
39,2003,Vireo gilvus,Vireonidae,0,13,TREE,INSECTS,OAKW,0
57,2003,Vireo gilvus,Vireonidae,3,13,TREE,INSECTS,OAKW,0
114,2003,Vireo gilvus,Vireonidae,0,13,TREE,INSECTS,OAKW,0
124,2003,Vireo gilvus,Vireonidae,0,13,TREE,INSECTS,OAKW,0
145,2003,Vireo gilvus,Vireonidae,0,13,TREE,INSECTS,OAKW,0
149,2003,Vireo gilvus,Vireonidae,0,13,TREE,INSECTS,OAKW,1
151,2003,Vireo gilvus,Vireonidae,0,13,TREE,INSECTS,OAKW,0
160,2003,Vireo gilvus,Vireonidae,0,13,TREE,INSECTS,OAKW,0
162,2003,Vireo gilvus,Vireonidae,0,13,TREE,INSECTS,OAKW,0
175,2003,Vireo gilvus,Vireonidae,0,13,TREE,INSECTS,OAKW,0
246,2003,Vireo gilvus,Vireonidae,0,13,TREE,INSECTS,OAKW,0
259,2003,Vireo gilvus,Vireonidae,0,13,TREE,INSECTS,OAKW,0
270,2003,Vireo gilvus,Vireonidae,0,13,TREE,INSECTS,OAKW,1
301,2003,Vireo gilvus,Vireonidae,0,13,TREE,INSECTS,OAKW,0
418,2004,Vireo gilvus,Vireonidae,0,13,TREE,INSECTS,OAKW,0
424,2004,Vireo gilvus,Vireonidae,0,13,TREE,INSECTS,OAKW,0
425,2004,Vireo gilvus,Vireonidae,0,13,TREE,INSECTS,OAKW,0
433,2004,Vireo gilvus,Vireonidae,0,13,TREE,INSECTS,OAKW,0
513,2004,Vireo gilvus,Vireonidae,0,13,TREE,INSECTS,OAKW,0
610,2004,Vireo gilvus,Vireonidae,0,13,TREE,INSECTS,OAKW,0
653,2004,Vireo gilvus,Vireonidae,0,13,TREE,INSECTS,OAKW,0
654,2004,Vireo gilvus,Vireonidae,0,13,TREE,INSECTS,OAKW,0
655,2004,Vireo gilvus,Vireonidae,0,13,TREE,INSECTS,OAKW,0
666,2004,Vireo gilvus,Vireonidae,0,13,TREE,INSECTS,OAKW,0
667,2004,Vireo gilvus,Vireonidae,0,13,TREE,INSECTS,OAKW,0
668,2004,Vireo gilvus,Vireonidae,0,13,TREE,INSECTS,OAKW,0
669,2004,Vireo gilvus,Vireonidae,0,13,TREE,INSECTS,OAKW,0
681,2004,Vireo gilvus,Vireonidae,0,13,TREE,INSECTS,OAKW,0
150,2003,Sitta carolinensis,Sittidae,0,24,CAVITY,INSECTS,XW,0
183,2003,Sitta carolinensis,Sittidae,0,24,CAVITY,INSECTS,XW,0
184,2003,Sitta carolinensis,Sittidae,0,24,CAVITY,INSECTS,XW,0
219,2003,Sitta carolinensis,Sittidae,0,24,CAVITY,INSECTS,XW,0
220,2003,Sitta carolinensis,Sittidae,0,24,CAVITY,INSECTS,XW,1
309,2003,Sitta carolinensis,Sittidae,1,24,CAVITY,INSECTS,XW,0
409,2004,Sitta carolinensis,Sittidae,2,24,CAVITY,INSECTS,XW,0
549,2004,Sitta carolinensis,Sittidae,0,24,CAVITY,INSECTS,XW,0
169,2003,Sialia mexicana,Turdidae,0,27.5,CAVITY,INSECTS,OAKW,0
170,2003,Sialia mexicana,Turdidae,1,27.5,CAVITY,INSECTS,OAKW,1
257,2003,Sialia mexicana,Turdidae,0,27.5,CAVITY,INSECTS,OAKW,0
469,2004,Sialia mexicana,Turdidae,0,27.5,CAVITY,INSECTS,OAKW,0
480,2004,Sialia mexicana,Turdidae,1,27.5,CAVITY,INSECTS,OAKW,0
483,2004,Sialia mexicana,Turdidae,1,27.5,CAVITY,INSECTS,OAKW,1
590,2004,Sialia mexicana,Turdidae,0,27.5,CAVITY,INSECTS,OAKW,0
612,2004,Sialia mexicana,Turdidae,0,27.5,CAVITY,INSECTS,OAKW,0
613,2004,Sialia mexicana,Turdidae,0,27.5,CAVITY,INSECTS,OAKW,0
637,2004,Sialia mexicana,Turdidae,0,27.5,CAVITY,INSECTS,OAKW,0
658,2004,Sialia mexicana,Turdidae,0,27.5,CAVITY,INSECTS,OAKW,0
659,2004,Sialia mexicana,Turdidae,0,27.5,CAVITY,INSECTS,OAKW,0
665,2004,Sialia mexicana,Turdidae,0,27.5,CAVITY,INSECTS,OAKW,0
218,2003,Aphelocoma californica,Corvidae,0,85,TREE,OMNIVORE,CHAP,0
393,2004,Aphelocoma californica,Corvidae,0,85,TREE,OMNIVORE,CHAP,0
80,2003,Otus kennicottii,Strigidae,2,202.5,CAVITY,MAMMALS,OAKW,0
18,2003,Piranga ludoviciana,Thraupidae,0,30,TREE,INSECTS,XW,0
296,2003,Piranga ludoviciana,Thraupidae,0,30,TREE,INSECTS,XW,1
308,2003,Piranga ludoviciana,Thraupidae,0,30,TREE,INSECTS,XW,0
470,2004,Piranga ludoviciana,Thraupidae,0,30,TREE,INSECTS,XW,0
234,2003,Contopus sordidulus,Tyrannidae,0,12.5,TREE,INSECTS,OAKW,1
276,2003,Contopus sordidulus,Tyrannidae,0,12.5,TREE,INSECTS,OAKW,0
295,2003,Contopus sordidulus,Tyrannidae,0,12.5,TREE,INSECTS,OAKW,0
14,2003,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
53,2003,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
60,2003,Chamaea fasciata,Timaliidae,1,14.5,SHRUB,INSECTS,CHAP,0
95,2003,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
96,2003,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
109,2003,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
117,2003,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
148,2003,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
152,2003,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
159,2003,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
167,2003,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
268,2003,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
277,2003,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
278,2003,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
279,2003,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
314,2003,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
430,2004,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
432,2004,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
497,2004,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
498,2004,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
499,2004,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
505,2004,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
506,2004,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
511,2004,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
563,2004,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
591,2004,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
592,2004,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
598,2004,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
602,2004,Chamaea fasciata,Timaliidae,0,14.5,SHRUB,INSECTS,CHAP,0
408,2004,Dendroica coronata,Parulidae,0,12.5,TREE,INSECTS,XW,0
130,2004,Sialia mexicana,Turdidae,0,27.5,CAVITY,INSECTS,OAKW,0
