no,site,region,site2,area,elevation,landuse,year,count1,count2,mean.density
378,BL05,Baselland,Laufen,10.11,400,grass,1995,NA,NA,NA
379,BL05,Baselland,Laufen,10.11,400,grass,1996,NA,8,0.791295747
380,BL05,Baselland,Laufen,10.11,400,grass,1997,NA,5,0.494559842
381,BL05,Baselland,Laufen,10.11,400,grass,1998,3,3,0.296735905
382,BL05,Baselland,Laufen,10.11,400,grass,1999,5,5,0.494559842
383,BL05,Baselland,Laufen,10.11,400,grass,2000,5,7,0.692383778
384,BL05,Baselland,Laufen,10.11,400,grass,2001,6,6,0.59347181
385,BL05,Baselland,Laufen,10.11,400,grass,2002,6,2,0.59347181
386,BL05,Baselland,Laufen,10.11,400,grass,2003,6,3,0.59347181
387,BL05,Baselland,Laufen,10.11,400,grass,2004,9,4,0.890207715
388,BL05,Baselland,Laufen,10.11,400,grass,2005,5,7,0.692383778
389,BL05,Baselland,Laufen,10.11,400,grass,2006,6,4,0.59347181
390,BL05,Baselland,Laufen,10.11,400,grass,2007,10,6,0.989119683
391,BL05,Baselland,Laufen,10.11,400,grass,2008,4,10,0.989119683
392,BR02,CH.W,Broye,8.85,443,arable,1992,NA,NA,NA
393,BR02,CH.W,Broye,8.85,443,arable,1993,8,NA,0.903954802
394,BR02,CH.W,Broye,8.85,443,arable,1994,NA,NA,NA
395,BR02,CH.W,Broye,8.85,443,arable,1995,NA,NA,NA
396,BR02,CH.W,Broye,8.85,443,arable,1996,7,NA,0.790960452
397,BR02,CH.W,Broye,8.85,443,arable,1997,NA,NA,NA
398,BR02,CH.W,Broye,8.85,443,arable,1998,16,NA,1.807909605
399,BR02,CH.W,Broye,8.85,443,arable,1999,17,NA,1.920903955
400,BR02,CH.W,Broye,8.85,443,arable,2000,21,NA,2.372881356
401,BR02,CH.W,Broye,8.85,443,arable,2001,12,NA,1.355932203
402,BR02,CH.W,Broye,8.85,443,arable,2002,22,NA,2.485875706
403,BR02,CH.W,Broye,8.85,443,arable,2003,19,NA,2.146892655
404,BR02,CH.W,Broye,8.85,443,arable,2004,18,NA,2.033898305
405,BR02,CH.W,Broye,8.85,443,arable,2005,18,NA,2.033898305
406,BR02,CH.W,Broye,8.85,443,arable,2006,NA,NA,NA
407,BR02,CH.W,Broye,8.85,443,arable,2007,NA,NA,NA
408,BR02,CH.W,Broye,8.85,443,arable,2008,NA,NA,NA
409,BR03,CH.W,Broye,9.76,441,arable,1992,NA,NA,NA
410,BR03,CH.W,Broye,9.76,441,arable,1993,NA,NA,NA
411,BR03,CH.W,Broye,9.76,441,arable,1994,NA,NA,NA
412,BR03,CH.W,Broye,9.76,441,arable,1995,NA,NA,NA
413,BR03,CH.W,Broye,9.76,441,arable,1996,NA,NA,NA
414,BR03,CH.W,Broye,9.76,441,arable,1997,NA,NA,NA
415,BR03,CH.W,Broye,9.76,441,arable,1998,NA,NA,NA
416,BR03,CH.W,Broye,9.76,441,arable,1999,NA,NA,NA
417,BR03,CH.W,Broye,9.76,441,arable,2000,NA,NA,NA
418,BR03,CH.W,Broye,9.76,441,arable,2001,2,NA,0.204918033
419,BR03,CH.W,Broye,9.76,441,arable,2002,9,NA,0.922131148
420,BR03,CH.W,Broye,9.76,441,arable,2003,8,NA,0.819672131
421,BR03,CH.W,Broye,9.76,441,arable,2004,8,NA,0.819672131
422,BR03,CH.W,Broye,9.76,441,arable,2005,5,NA,0.512295082
423,BR03,CH.W,Broye,9.76,441,arable,2006,NA,NA,NA
424,BR03,CH.W,Broye,9.76,441,arable,2007,NA,NA,NA
425,BR03,CH.W,Broye,9.76,441,arable,2008,NA,NA,NA
426,BR04,CH.W,Broye,8.45,438,arable,1992,NA,NA,NA
427,BR04,CH.W,Broye,8.45,438,arable,1993,5,NA,0.591715976
428,BR04,CH.W,Broye,8.45,438,arable,1994,NA,NA,NA
429,BR04,CH.W,Broye,8.45,438,arable,1995,NA,NA,NA
430,BR04,CH.W,Broye,8.45,438,arable,1996,3,NA,0.355029586
431,BR04,CH.W,Broye,8.45,438,arable,1997,NA,NA,NA
432,BR04,CH.W,Broye,8.45,438,arable,1998,13,NA,1.538461538
433,BR04,CH.W,Broye,8.45,438,arable,1999,14,NA,1.656804734
434,BR04,CH.W,Broye,8.45,438,arable,2000,25,NA,2.958579882
435,BR04,CH.W,Broye,8.45,438,arable,2001,21,NA,2.485207101
436,BR04,CH.W,Broye,8.45,438,arable,2002,33,NA,3.905325444
437,BR04,CH.W,Broye,8.45,438,arable,2003,30,NA,3.550295858
438,BR04,CH.W,Broye,8.45,438,arable,2004,26,NA,3.076923077
439,BR04,CH.W,Broye,8.45,438,arable,2005,24,NA,2.840236686
440,BR04,CH.W,Broye,8.45,438,arable,2006,NA,NA,NA
441,BR04,CH.W,Broye,8.45,438,arable,2007,NA,NA,NA
442,BR04,CH.W,Broye,8.45,438,arable,2008,NA,NA,NA
443,GE01,CH.SW,Laconnex,5.85,430,arable,1992,43,NA,7.35042735
444,GE01,CH.SW,Laconnex,5.85,430,arable,1993,45,NA,7.692307692
445,GE01,CH.SW,Laconnex,5.85,430,arable,1994,51,NA,8.717948718
446,GE01,CH.SW,Laconnex,5.85,430,arable,1995,50,NA,8.547008547
447,GE01,CH.SW,Laconnex,5.85,430,arable,1996,27,NA,4.615384615
448,GE01,CH.SW,Laconnex,5.85,430,arable,1997,39,NA,6.666666667
449,GE01,CH.SW,Laconnex,5.85,430,arable,1998,49,NA,8.376068376
450,GE01,CH.SW,Laconnex,5.85,430,arable,1999,71,NA,12.13675214
451,GE01,CH.SW,Laconnex,5.85,430,arable,2000,97,NA,16.58119658
452,GE01,CH.SW,Laconnex,5.85,430,arable,2001,104,NA,17.77777778
453,GE01,CH.SW,Laconnex,5.85,430,arable,2002,87,NA,14.87179487
454,GE01,CH.SW,Laconnex,5.85,430,arable,2003,70,NA,11.96581197
455,GE01,CH.SW,Laconnex,5.85,430,arable,2004,90,NA,15.38461538
456,GE01,CH.SW,Laconnex,5.85,430,arable,2005,114,NA,19.48717949
457,GE01,CH.SW,Laconnex,5.85,430,arable,2006,113,NA,19.31623932
458,GE01,CH.SW,Laconnex,5.85,430,arable,2007,85,NA,14.52991453
459,GE01,CH.SW,Laconnex,5.85,430,arable,2008,77,NA,13.16239316
460,GE02,CH.SW,Presinge,5.1,473,arable,1992,44,NA,8.62745098
461,GE02,CH.SW,Presinge,5.1,473,arable,1993,58,NA,11.37254902
462,GE02,CH.SW,Presinge,5.1,473,arable,1994,48,NA,9.411764706
463,GE02,CH.SW,Presinge,5.1,473,arable,1995,55,NA,10.78431373
464,GE02,CH.SW,Presinge,5.1,473,arable,1996,37,NA,7.254901961
465,GE02,CH.SW,Presinge,5.1,473,arable,1997,38,NA,7.450980392
466,GE02,CH.SW,Presinge,5.1,473,arable,1998,36,NA,7.058823529
467,GE02,CH.SW,Presinge,5.1,473,arable,1999,44,NA,8.62745098
468,GE02,CH.SW,Presinge,5.1,473,arable,2000,40,NA,7.843137255
469,GE02,CH.SW,Presinge,5.1,473,arable,2001,30,NA,5.882352941
470,GE02,CH.SW,Presinge,5.1,473,arable,2002,22,NA,4.31372549
471,GE02,CH.SW,Presinge,5.1,473,arable,2003,42,NA,8.235294118
472,GE02,CH.SW,Presinge,5.1,473,arable,2004,51,NA,10
473,GE02,CH.SW,Presinge,5.1,473,arable,2005,60,NA,11.76470588
474,GE02,CH.SW,Presinge,5.1,473,arable,2006,71,NA,13.92156863
475,GE02,CH.SW,Presinge,5.1,473,arable,2007,65,NA,12.74509804
476,GE02,CH.SW,Presinge,5.1,473,arable,2008,74,NA,14.50980392
477,GE03,CH.SW,Laconnex,4.23,447,arable,1992,NA,NA,NA
478,GE03,CH.SW,Laconnex,4.23,447,arable,1993,41,NA,9.692671395
479,GE03,CH.SW,Laconnex,4.23,447,arable,1994,47,NA,11.11111111
480,GE03,CH.SW,Laconnex,4.23,447,arable,1995,49,NA,11.58392435
481,GE03,CH.SW,Laconnex,4.23,447,arable,1996,35,NA,8.274231678
482,GE03,CH.SW,Laconnex,4.23,447,arable,1997,30,NA,7.092198582
483,GE03,CH.SW,Laconnex,4.23,447,arable,1998,48,NA,11.34751773
484,GE03,CH.SW,Laconnex,4.23,447,arable,1999,53,NA,12.52955083
485,GE03,CH.SW,Laconnex,4.23,447,arable,2000,42,NA,9.929078014
486,GE03,CH.SW,Laconnex,4.23,447,arable,2001,50,NA,11.82033097
487,GE03,CH.SW,Laconnex,4.23,447,arable,2002,58,NA,13.71158392
488,GE03,CH.SW,Laconnex,4.23,447,arable,2003,57,NA,13.4751773
489,GE03,CH.SW,Laconnex,4.23,447,arable,2004,67,NA,15.8392435
490,GE03,CH.SW,Laconnex,4.23,447,arable,2005,57,NA,13.4751773
491,GE03,CH.SW,Laconnex,4.23,447,arable,2006,69,NA,16.31205674
492,GE03,CH.SW,Laconnex,4.23,447,arable,2007,70,NA,16.54846336
493,GE03,CH.SW,Laconnex,4.23,447,arable,2008,52,NA,12.29314421
494,LI04,CH.E,Linthebene,5.04,409,grass,1992,NA,NA,NA
495,LI04,CH.E,Linthebene,5.04,409,grass,1993,3,6,1.19047619
496,LI04,CH.E,Linthebene,5.04,409,grass,1994,3,7,1.388888889
497,LI04,CH.E,Linthebene,5.04,409,grass,1995,13,9,2.579365079
498,LI04,CH.E,Linthebene,5.04,409,grass,1996,14,6,2.777777778
499,LI04,CH.E,Linthebene,5.04,409,grass,1997,NA,NA,NA
500,LI04,CH.E,Linthebene,5.04,409,grass,1998,NA,NA,NA
501,LI04,CH.E,Linthebene,5.04,409,grass,1999,5,4,0.992063492
502,LI04,CH.E,Linthebene,5.04,409,grass,2000,3,4,0.793650794
503,LI04,CH.E,Linthebene,5.04,409,grass,2001,6,7,1.388888889
504,LI04,CH.E,Linthebene,5.04,409,grass,2002,5,4,0.992063492
505,LI04,CH.E,Linthebene,5.04,409,grass,2003,7,4,1.388888889
506,LI04,CH.E,Linthebene,5.04,409,grass,2004,5,5,0.992063492
507,LI04,CH.E,Linthebene,5.04,409,grass,2005,11,7,2.182539683
508,LI04,CH.E,Linthebene,5.04,409,grass,2006,5,5,0.992063492
509,LI04,CH.E,Linthebene,5.04,409,grass,2007,7,6,1.388888889
510,LI04,CH.E,Linthebene,5.04,409,grass,2008,8,8,1.587301587
511,LI05,CH.E,Linthebene,3.53,408,grass,1992,NA,NA,NA
512,LI05,CH.E,Linthebene,3.53,408,grass,1993,7,6,1.983002833
513,LI05,CH.E,Linthebene,3.53,408,grass,1994,4,4,1.133144476
514,LI05,CH.E,Linthebene,3.53,408,grass,1995,13,11,3.682719547
515,LI05,CH.E,Linthebene,3.53,408,grass,1996,9,7,2.549575071
516,LI05,CH.E,Linthebene,3.53,408,grass,1997,11,9,3.116147309
517,LI05,CH.E,Linthebene,3.53,408,grass,1998,2,1,0.566572238
518,LI05,CH.E,Linthebene,3.53,408,grass,1999,4,2,1.133144476
519,LI05,CH.E,Linthebene,3.53,408,grass,2000,1,4,1.133144476
520,LI05,CH.E,Linthebene,3.53,408,grass,2001,1,2,0.566572238
521,LI05,CH.E,Linthebene,3.53,408,grass,2002,1,NA,0.283286119
522,LI05,CH.E,Linthebene,3.53,408,grass,2003,1,NA,0.283286119
523,LI05,CH.E,Linthebene,3.53,408,grass,2004,NA,3,0.849858357
524,LI05,CH.E,Linthebene,3.53,408,grass,2005,4,1,1.133144476
525,LI05,CH.E,Linthebene,3.53,408,grass,2006,2,NA,0.566572238
526,LI05,CH.E,Linthebene,3.53,408,grass,2007,2,0,0.566572238
527,LI05,CH.E,Linthebene,3.53,408,grass,2008,1,0,0.283286119
528,LI15,CH.E,Linthebene,5.51,408,grass,1992,NA,NA,NA
529,LI15,CH.E,Linthebene,5.51,408,grass,1993,34,NA,6.170598911
530,LI15,CH.E,Linthebene,5.51,408,grass,1994,27,20,4.900181488
531,LI15,CH.E,Linthebene,5.51,408,grass,1995,12,13,2.359346642
532,LI15,CH.E,Linthebene,5.51,408,grass,1996,7,7,1.270417423
533,LI15,CH.E,Linthebene,5.51,408,grass,1997,10,14,2.540834846
534,LI15,CH.E,Linthebene,5.51,408,grass,1998,9,8,1.633393829
535,LI15,CH.E,Linthebene,5.51,408,grass,1999,15,14,2.722323049
536,LI15,CH.E,Linthebene,5.51,408,grass,2000,9,8,1.633393829
537,LI15,CH.E,Linthebene,5.51,408,grass,2001,14,18,3.266787659
538,LI15,CH.E,Linthebene,5.51,408,grass,2002,9,6,1.633393829
539,LI15,CH.E,Linthebene,5.51,408,grass,2003,9,10,1.814882033
540,LI15,CH.E,Linthebene,5.51,408,grass,2004,14,10,2.540834846
541,LI15,CH.E,Linthebene,5.51,408,grass,2005,3,3,0.54446461
542,LI15,CH.E,Linthebene,5.51,408,grass,2006,6,NA,1.08892922
543,LI15,CH.E,Linthebene,5.51,408,grass,2007,3,2,0.54446461
544,LI15,CH.E,Linthebene,5.51,408,grass,2008,7,9,1.633393829
545,LU01,CH.Central,Wauwilermoos,16.5,506,grass,1992,NA,78,4.727272727
546,LU01,CH.Central,Wauwilermoos,16.5,506,grass,1993,74,88,5.333333333
547,LU01,CH.Central,Wauwilermoos,16.5,506,grass,1994,83,70,5.03030303
548,LU01,CH.Central,Wauwilermoos,16.5,506,grass,1995,51,46,3.090909091
549,LU01,CH.Central,Wauwilermoos,16.5,506,grass,1996,45,34,2.727272727
550,LU01,CH.Central,Wauwilermoos,16.5,506,grass,1997,26,28,1.696969697
551,LU01,CH.Central,Wauwilermoos,16.5,506,grass,1998,27,41,2.484848485
552,LU01,CH.Central,Wauwilermoos,16.5,506,grass,1999,40,36,2.424242424
553,LU01,CH.Central,Wauwilermoos,16.5,506,grass,2000,43,33,2.606060606
554,LU01,CH.Central,Wauwilermoos,16.5,506,grass,2001,38,26,2.303030303
555,LU01,CH.Central,Wauwilermoos,16.5,506,grass,2002,37,27,2.242424242
556,LU01,CH.Central,Wauwilermoos,16.5,506,grass,2003,24,34,2.060606061
557,LU01,CH.Central,Wauwilermoos,16.5,506,grass,2004,39,35,2.363636364
558,LU01,CH.Central,Wauwilermoos,16.5,506,grass,2005,43,42,2.606060606
559,LU01,CH.Central,Wauwilermoos,16.5,506,grass,2006,54,52,3.272727273
560,LU01,CH.Central,Wauwilermoos,16.5,506,grass,2007,49,44,2.96969697
561,LU01,CH.Central,Wauwilermoos,16.5,506,grass,2008,49,41,2.96969697
562,LU07A,CH.Central,Inwil,5.85,NA,grass,1992,NA,NA,NA
563,LU07A,CH.Central,Inwil,5.85,NA,grass,1993,NA,NA,NA
564,LU07A,CH.Central,Inwil,5.85,NA,grass,1994,NA,NA,NA
565,LU07A,CH.Central,Inwil,5.85,NA,grass,1995,NA,NA,NA
566,LU07A,CH.Central,Inwil,5.85,NA,grass,1996,NA,NA,NA
567,LU07A,CH.Central,Inwil,5.85,NA,grass,1997,4,2,0.683760684
568,LU07A,CH.Central,Inwil,5.85,NA,grass,1998,11,7,1.88034188
569,LU07A,CH.Central,Inwil,5.85,NA,grass,1999,3,13,2.222222222
570,LU07A,CH.Central,Inwil,5.85,NA,grass,2000,7,8,1.367521368
571,LU07A,CH.Central,Inwil,5.85,NA,grass,2001,6,7,1.196581197
572,LU07A,CH.Central,Inwil,5.85,NA,grass,2002,9,6,1.538461538
573,LU07A,CH.Central,Inwil,5.85,NA,grass,2003,11,10,1.88034188
574,LU07A,CH.Central,Inwil,5.85,NA,grass,2004,12,14,2.393162393
575,LU07A,CH.Central,Inwil,5.85,NA,grass,2005,36,23,6.153846154
576,LU07A,CH.Central,Inwil,5.85,NA,grass,2006,26,29,4.957264957
577,LU07A,CH.Central,Inwil,5.85,NA,grass,2007,19,22,3.760683761
578,LU07A,CH.Central,Inwil,5.85,NA,grass,2008,2,7,1.196581197
579,LU07B,CH.Central,Inwil,5.13,NA,grass,1992,NA,NA,NA
580,LU07B,CH.Central,Inwil,5.13,NA,grass,1993,NA,NA,NA
581,LU07B,CH.Central,Inwil,5.13,NA,grass,1994,NA,NA,NA
582,LU07B,CH.Central,Inwil,5.13,NA,grass,1995,NA,NA,NA
583,LU07B,CH.Central,Inwil,5.13,NA,grass,1996,NA,NA,NA
584,LU07B,CH.Central,Inwil,5.13,NA,grass,1997,18,24,4.678362573
585,LU07B,CH.Central,Inwil,5.13,NA,grass,1998,18,16,3.50877193
586,LU07B,CH.Central,Inwil,5.13,NA,grass,1999,8,9,1.754385965
587,LU07B,CH.Central,Inwil,5.13,NA,grass,2000,8,8,1.559454191
588,LU07B,CH.Central,Inwil,5.13,NA,grass,2001,NA,NA,NA
589,LU07B,CH.Central,Inwil,5.13,NA,grass,2002,8,11,2.144249513
590,LU07B,CH.Central,Inwil,5.13,NA,grass,2003,5,6,1.169590643
591,LU07B,CH.Central,Inwil,5.13,NA,grass,2004,5,7,1.364522417
592,LU07B,CH.Central,Inwil,5.13,NA,grass,2005,9,7,1.754385965
593,LU07B,CH.Central,Inwil,5.13,NA,grass,2006,NA,NA,NA
594,LU07B,CH.Central,Inwil,5.13,NA,grass,2007,8,15,2.923976608
595,LU07B,CH.Central,Inwil,5.13,NA,grass,2008,2,9,1.754385965
596,SG06,CH.E,Rheintal,7.13,411,grass,1992,54,57,7.994389902
597,SG06,CH.E,Rheintal,7.13,411,grass,1993,47,36,6.591865358
598,SG06,CH.E,Rheintal,7.13,411,grass,1994,NA,NA,NA
599,SG06,CH.E,Rheintal,7.13,411,grass,1995,NA,NA,NA
600,SG06,CH.E,Rheintal,7.13,411,grass,1996,31,32,4.488078541
601,SG06,CH.E,Rheintal,7.13,411,grass,1997,NA,NA,NA
602,SG06,CH.E,Rheintal,7.13,411,grass,1998,NA,NA,NA
603,SG06,CH.E,Rheintal,7.13,411,grass,1999,34,40,5.610098177
604,SG06,CH.E,Rheintal,7.13,411,grass,2000,40,39,5.610098177
605,SG06,CH.E,Rheintal,7.13,411,grass,2001,45,40,6.311360449
606,SG06,CH.E,Rheintal,7.13,411,grass,2002,38,35,5.329593268
607,SG06,CH.E,Rheintal,7.13,411,grass,2003,17,23,3.225806452
608,SG06,CH.E,Rheintal,7.13,411,grass,2004,14,21,2.945301543
609,SG06,CH.E,Rheintal,7.13,411,grass,2005,NA,NA,NA
610,SG06,CH.E,Rheintal,7.13,411,grass,2006,NA,NA,NA
611,SG06,CH.E,Rheintal,7.13,411,grass,2007,NA,NA,NA
612,SG06,CH.E,Rheintal,7.13,411,grass,2008,NA,NA,NA
613,SG07,CH.E,Rheintal,9.37,414,grass,1992,106,118,12.59338314
614,SG07,CH.E,Rheintal,9.37,414,grass,1993,75,76,8.110992529
615,SG07,CH.E,Rheintal,9.37,414,grass,1994,64,69,7.363927428
616,SG07,CH.E,Rheintal,9.37,414,grass,1995,69,76,8.110992529
617,SG07,CH.E,Rheintal,9.37,414,grass,1996,62,51,6.616862327
618,SG07,CH.E,Rheintal,9.37,414,grass,1997,45,47,5.016008538
619,SG07,CH.E,Rheintal,9.37,414,grass,1998,48,57,6.083244397
620,SG07,CH.E,Rheintal,9.37,414,grass,1999,44,51,5.442902882
621,SG07,CH.E,Rheintal,9.37,414,grass,2000,60,58,6.403415155
622,SG07,CH.E,Rheintal,9.37,414,grass,2001,58,63,6.723585912
623,SG07,CH.E,Rheintal,9.37,414,grass,2002,81,63,8.644610459
624,SG07,CH.E,Rheintal,9.37,414,grass,2003,81,83,8.858057631
625,SG07,CH.E,Rheintal,9.37,414,grass,2004,56,74,7.897545358
626,SG07,CH.E,Rheintal,9.37,414,grass,2005,72,91,9.711846318
627,SG07,CH.E,Rheintal,9.37,414,grass,2006,103,88,10.99252935
628,SG07,CH.E,Rheintal,9.37,414,grass,2007,93,108,11.52614728
629,SG07,CH.E,Rheintal,9.37,414,grass,2008,97,103,10.99252935
630,SG08,CH.E,Rheintal,4.23,409,grass,1992,16,13,3.78250591
631,SG08,CH.E,Rheintal,4.23,409,grass,1993,17,20,4.728132388
632,SG08,CH.E,Rheintal,4.23,409,grass,1994,NA,NA,NA
633,SG08,CH.E,Rheintal,4.23,409,grass,1995,NA,NA,NA
634,SG08,CH.E,Rheintal,4.23,409,grass,1996,23,27,6.382978723
635,SG08,CH.E,Rheintal,4.23,409,grass,1997,NA,NA,NA
636,SG08,CH.E,Rheintal,4.23,409,grass,1998,NA,NA,NA
637,SG08,CH.E,Rheintal,4.23,409,grass,1999,14,15,3.546099291
638,SG08,CH.E,Rheintal,4.23,409,grass,2000,17,17,4.01891253
639,SG08,CH.E,Rheintal,4.23,409,grass,2001,13,14,3.309692671
640,SG08,CH.E,Rheintal,4.23,409,grass,2002,5,9,2.127659574
641,SG08,CH.E,Rheintal,4.23,409,grass,2003,6,9,2.127659574
642,SG08,CH.E,Rheintal,4.23,409,grass,2004,2,4,0.945626478
643,SG08,CH.E,Rheintal,4.23,409,grass,2005,NA,NA,NA
644,SG08,CH.E,Rheintal,4.23,409,grass,2006,NA,NA,NA
645,SG08,CH.E,Rheintal,4.23,409,grass,2007,NA,NA,NA
646,SG08,CH.E,Rheintal,4.23,409,grass,2008,NA,NA,NA
647,SG09,CH.E,Rheintal,5.4,412,grass,1992,36,38,7.037037037
648,SG09,CH.E,Rheintal,5.4,412,grass,1993,21,18,3.888888889
649,SG09,CH.E,Rheintal,5.4,412,grass,1994,19,22,4.074074074
650,SG09,CH.E,Rheintal,5.4,412,grass,1995,35,21,6.481481481
651,SG09,CH.E,Rheintal,5.4,412,grass,1996,38,42,7.777777778
652,SG09,CH.E,Rheintal,5.4,412,grass,1997,37,31,6.851851852
653,SG09,CH.E,Rheintal,5.4,412,grass,1998,30,34,6.296296296
654,SG09,CH.E,Rheintal,5.4,412,grass,1999,21,24,4.444444444
655,SG09,CH.E,Rheintal,5.4,412,grass,2000,33,29,6.111111111
656,SG09,CH.E,Rheintal,5.4,412,grass,2001,12,18,3.333333333
657,SG09,CH.E,Rheintal,5.4,412,grass,2002,11,23,4.259259259
658,SG09,CH.E,Rheintal,5.4,412,grass,2003,9,13,2.407407407
659,SG09,CH.E,Rheintal,5.4,412,grass,2004,7,15,2.777777778
660,SG09,CH.E,Rheintal,5.4,412,grass,2005,7,8,1.481481481
661,SG09,CH.E,Rheintal,5.4,412,grass,2006,21,23,4.259259259
662,SG09,CH.E,Rheintal,5.4,412,grass,2007,11,17,3.148148148
663,SG09,CH.E,Rheintal,5.4,412,grass,2008,13,15,2.777777778
664,SH03,CH.N,Klettgau,12.33,428,arable,1992,NA,NA,NA
665,SH03,CH.N,Klettgau,12.33,428,arable,1993,63,NA,5.109489051
666,SH03,CH.N,Klettgau,12.33,428,arable,1994,57,NA,4.622871046
667,SH03,CH.N,Klettgau,12.33,428,arable,1995,42,48,3.892944039
668,SH03,CH.N,Klettgau,12.33,428,arable,1996,37,42,3.406326034
669,SH03,CH.N,Klettgau,12.33,428,arable,1997,45,37,3.649635036
670,SH03,CH.N,Klettgau,12.33,428,arable,1998,33,29,2.676399027
671,SH03,CH.N,Klettgau,12.33,428,arable,1999,49,38,3.97404704
672,SH03,CH.N,Klettgau,12.33,428,arable,2000,41,60,4.866180049
673,SH03,CH.N,Klettgau,12.33,428,arable,2001,48,64,5.190592052
674,SH03,CH.N,Klettgau,12.33,428,arable,2002,61,55,4.947283049
675,SH03,CH.N,Klettgau,12.33,428,arable,2003,64,59,5.190592052
676,SH03,CH.N,Klettgau,12.33,428,arable,2004,67,73,5.920519059
677,SH03,CH.N,Klettgau,12.33,428,arable,2005,NA,NA,NA
678,SH03,CH.N,Klettgau,12.33,428,arable,2006,NA,NA,NA
679,SH03,CH.N,Klettgau,12.33,428,arable,2007,67,56,5.433901054
680,SH03,CH.N,Klettgau,12.33,428,arable,2008,NA,NA,NA
681,SH04,CH.N,Klettgau,5.04,460,arable,1992,23,NA,4.563492063
682,SH04,CH.N,Klettgau,5.04,460,arable,1993,30,NA,5.952380952
683,SH04,CH.N,Klettgau,5.04,460,arable,1994,37,NA,7.341269841
684,SH04,CH.N,Klettgau,5.04,460,arable,1995,20,25,4.96031746
685,SH04,CH.N,Klettgau,5.04,460,arable,1996,23,25,4.96031746
686,SH04,CH.N,Klettgau,5.04,460,arable,1997,29,20,5.753968254
687,SH04,CH.N,Klettgau,5.04,460,arable,1998,18,20,3.968253968
688,SH04,CH.N,Klettgau,5.04,460,arable,1999,15,13,2.976190476
689,SH04,CH.N,Klettgau,5.04,460,arable,2000,25,22,4.96031746
690,SH04,CH.N,Klettgau,5.04,460,arable,2001,37,32,7.341269841
691,SH04,CH.N,Klettgau,5.04,460,arable,2002,33,41,8.134920635
692,SH04,CH.N,Klettgau,5.04,460,arable,2003,52,49,10.31746032
693,SH04,CH.N,Klettgau,5.04,460,arable,2004,56,61,12.1031746
694,SH04,CH.N,Klettgau,5.04,460,arable,2005,51,56,11.11111111
695,SH04,CH.N,Klettgau,5.04,460,arable,2006,39,46,9.126984127
696,SH04,CH.N,Klettgau,5.04,460,arable,2007,47,56,11.11111111
697,SH04,CH.N,Klettgau,5.04,460,arable,2008,63,60,12.5
698,SH05,CH.N,Klettgau,3.79,460,arable,1992,2,NA,0.527704485
699,SH05,CH.N,Klettgau,3.79,460,arable,1993,7,NA,1.846965699
700,SH05,CH.N,Klettgau,3.79,460,arable,1994,3,NA,0.791556728
701,SH05,CH.N,Klettgau,3.79,460,arable,1995,6,7,1.846965699
702,SH05,CH.N,Klettgau,3.79,460,arable,1996,8,10,2.638522427
703,SH05,CH.N,Klettgau,3.79,460,arable,1997,5,NA,1.319261214
704,SH05,CH.N,Klettgau,3.79,460,arable,1998,5,NA,1.319261214
705,SH05,CH.N,Klettgau,3.79,460,arable,1999,3,4,1.055408971
706,SH05,CH.N,Klettgau,3.79,460,arable,2000,6,15,3.957783641
707,SH05,CH.N,Klettgau,3.79,460,arable,2001,6,7,1.846965699
708,SH05,CH.N,Klettgau,3.79,460,arable,2002,6,10,2.638522427
709,SH05,CH.N,Klettgau,3.79,460,arable,2003,9,6,2.374670185
710,SH05,CH.N,Klettgau,3.79,460,arable,2004,15,9,3.957783641
711,SH05,CH.N,Klettgau,3.79,460,arable,2005,NA,NA,NA
712,SH05,CH.N,Klettgau,3.79,460,arable,2006,NA,NA,NA
713,SH05,CH.N,Klettgau,3.79,460,arable,2007,NA,NA,NA
714,SH05,CH.N,Klettgau,3.79,460,arable,2008,NA,NA,NA
715,SH07,CH.N,Klettgau,6.3,500,arable,1992,NA,NA,NA
716,SH07,CH.N,Klettgau,6.3,500,arable,1993,43,NA,6.825396825
717,SH07,CH.N,Klettgau,6.3,500,arable,1994,NA,NA,NA
718,SH07,CH.N,Klettgau,6.3,500,arable,1995,NA,NA,NA
719,SH07,CH.N,Klettgau,6.3,500,arable,1996,27,NA,4.285714286
720,SH07,CH.N,Klettgau,6.3,500,arable,1997,25,NA,3.968253968
721,SH07,CH.N,Klettgau,6.3,500,arable,1998,33,NA,5.238095238
722,SH07,CH.N,Klettgau,6.3,500,arable,1999,33,NA,5.238095238
723,SH07,CH.N,Klettgau,6.3,500,arable,2000,46,56,8.888888889
724,SH07,CH.N,Klettgau,6.3,500,arable,2001,41,NA,6.507936508
725,SH07,CH.N,Klettgau,6.3,500,arable,2002,52,NA,8.253968254
726,SH07,CH.N,Klettgau,6.3,500,arable,2003,NA,NA,NA
727,SH07,CH.N,Klettgau,6.3,500,arable,2004,55,NA,8.73015873
728,SH07,CH.N,Klettgau,6.3,500,arable,2005,NA,NA,NA
729,SH07,CH.N,Klettgau,6.3,500,arable,2006,NA,NA,NA
730,SH07,CH.N,Klettgau,6.3,500,arable,2007,NA,NA,NA
731,SH07,CH.N,Klettgau,6.3,500,arable,2008,50,54,8.571428571
732,SH1_2,CH.N,Klettgau,5.25,NA,arable,1992,NA,NA,NA
733,SH1_2,CH.N,Klettgau,5.25,NA,arable,1993,21,NA,4
